时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2024/07/10 08:31:56,日常账本,支出,餐饮,,-2.0,微信钱包,,热狗
2024/07/10 08:31:35,日常账本,支出,餐饮,,-3.0,微信钱包,,香菇丝夹馍
2024/07/09 15:13:14,日常账本,支出,其它,,-6.0,微信钱包,,Boss会员
2024/07/09 13:56:11,日常账本,支出,购物,,-14.53,支付宝,,洗手液
2024/07/08 19:51:53,日常账本,收入,余额宝,,0.08,支付宝,,
2024/07/08 19:48:37,日常账本,收入,零钱通,,0.07,微信钱包,,
2024/07/06 22:19:16,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/07/06 20:36:15,日常账本,支出,游戏,,-66.6,微信钱包,,地平线4
2024/07/06 20:04:02,日常账本,支出,服饰,,-49.0,微信钱包,,短袖
2024/07/06 20:03:20,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/07/06 19:14:58,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/07/06 18:35:59,日常账本,支出,其它,,-31.9,微信钱包,,理发
2024/07/06 18:33:35,日常账本,支出,餐饮,,-18.96,支付宝,,番茄炒蛋拌面
2024/07/06 16:05:19,日常账本,支出,交通,共享单车,-1.5,微信钱包,,美团平台商户
2024/07/06 13:26:11,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/06 09:15:40,日常账本,支出,交通,共享单车,-1.8,微信钱包,,先乘后付
2024/07/06 09:11:38,日常账本,支出,餐饮,,-3.0,微信钱包,,香菇丝夹馍
2024/07/06 08:59:26,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/06 08:21:07,日常账本,支出,其它,,-2.0,微信钱包,,喵匠云印
2024/07/06 00:20:59,日常账本,支出,日用,,-33.6,支付宝,,沐浴露
2024/07/05 16:15:55,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/05 14:45:36,日常账本,收入,其他,,18.0,支付宝,,流量卡
2024/07/05 13:57:03,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/05 12:55:14,日常账本,支出,其它,,-1.0,微信钱包,,喵匠云印
2024/07/05 12:29:07,日常账本,支出,购物,,-5.04,支付宝,,眼镜湿巾
2024/07/04 21:51:45,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/07/04 21:51:22,日常账本,收入,余额宝,,0.02,支付宝,,
2024/07/04 21:19:36,日常账本,支出,餐饮,,-7.0,微信钱包,,花干鸡蛋加菜
2024/07/04 20:42:52,日常账本,支出,餐饮,,-20.25,支付宝,,面包午餐肉
2024/07/04 11:40:16,日常账本,收入,火影租号,,22.22,支付宝,,转账
2024/07/03 18:46:14,日常账本,收入,余额宝,,0.07,支付宝,,
2024/07/03 18:42:23,日常账本,收入,零钱通,,0.06,微信钱包,,
2024/07/03 18:40:34,日常账本,支出,餐饮,,-14.99,支付宝,,洋葱炒肉盖饭
2024/07/03 18:36:21,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/03 17:48:22,日常账本,支出,交通,共享单车,-1.44,支付宝,,哈啰出行
2024/07/03 15:46:19,日常账本,支出,日用,,-1.84,支付宝,,小包纸
2024/07/03 15:43:59,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/03 15:09:23,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/07/03 15:05:09,日常账本,支出,其它,,-1.0,微信钱包,,喵匠云印
2024/07/03 10:00:51,日常账本,支出,餐饮,,-4.94,支付宝,,麦香馅饼
2024/07/03 09:49:01,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/07/03 00:06:21,日常账本,支出,购物,,-5.8,支付宝,,厨房防油污贴纸自粘耐高温灶台面墙壁纸橱柜油烟机瓷砖墙体用墙贴
2024/07/02 19:58:24,日常账本,支出,餐饮,,-13.99,支付宝,,孜然炒饭
2024/07/02 19:38:06,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/07/02 13:39:49,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/07/02 12:53:33,日常账本,支出,其它,,-4.0,微信钱包,,云裳物联
2024/07/02 10:56:23,日常账本,支出,餐饮,,-12.98,支付宝,,秘制烤鸡拌饭
2024/07/02 10:53:58,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/07/01 20:51:11,日常账本,支出,零食,,-7.46,支付宝,,学子校园超市
2024/07/01 15:39:38,日常账本,支出,餐饮,,-16.6,支付宝,,冒菜
2024/07/01 13:47:03,日常账本,支出,餐饮,,-3.96,支付宝,,牛肉饼
2024/07/01 08:22:01,日常账本,支出,餐饮,,-1.98,支付宝,,包子
2024/06/30 21:18:04,日常账本,收入,其他,,0.8,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/30 19:36:15,日常账本,支出,零食,,-14.49,支付宝,,2000297794174262
2024/06/30 17:11:02,日常账本,支出,零食,,-5.25,支付宝,,泡芙
2024/06/30 17:07:19,日常账本,支出,水果捞,,-11.65,支付宝,,西安培华学院
2024/06/30 17:04:37,日常账本,支出,餐饮,,-7.46,支付宝,,手抓饼
2024/06/30 16:54:13,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/30 16:44:55,日常账本,收入,余额宝,,0.06,支付宝,,
2024/06/30 16:43:22,日常账本,收入,零钱通,,0.04,微信钱包,,
2024/06/30 16:39:41,日常账本,支出,其它,,-2.5,微信钱包,,西安市长安区双鱼复印部
2024/06/30 00:43:00,日常账本,收入,其他,,0.8,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/29 21:53:01,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/06/29 20:37:55,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/06/28 23:32:39,日常账本,收入,其他,,0.8,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/28 19:28:33,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/28 19:20:29,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/06/28 18:43:17,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/28 17:31:18,日常账本,支出,游戏,,-28.8,微信钱包,,星露谷物语
2024/06/28 13:58:05,日常账本,收入,余额宝,,0.1,支付宝,,
2024/06/28 13:56:47,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/28 13:46:05,日常账本,支出,其它,,-0.4,微信钱包,,留白打印
2024/06/28 11:27:26,日常账本,支出,餐饮,,-18.09,支付宝,,冒菜
2024/06/28 11:20:03,日常账本,支出,零食,,-5.47,支付宝,,泡芙
2024/06/28 11:05:33,日常账本,支出,其它,,-6.0,微信钱包,,云裳物联
2024/06/27 18:07:27,日常账本,支出,其它,,-49.9,支付宝,,锤子简历会员
2024/06/27 15:48:02,日常账本,支出,饮品,,-9.97,支付宝,,学子校园超市
2024/06/27 15:37:49,日常账本,支出,水果捞,,-12.67,支付宝,,商户_张春燕
2024/06/27 15:21:55,日常账本,支出,餐饮,,-16.97,支付宝,,木桶饭
2024/06/27 15:12:17,日常账本,收入,其他,,40.0,微信钱包,,F-妈的红包
2024/06/26 23:29:50,日常账本,支出,住房,水费,-38.0,微信钱包,,微付充
2024/06/26 19:53:13,日常账本,支出,零食,,-20.97,支付宝,,咸宁路好生活超市
2024/06/26 12:48:06,日常账本,收入,其他,,0.8,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/25 20:26:16,日常账本,收入,余额宝,,0.08,支付宝,,
2024/06/25 18:46:10,日常账本,支出,餐饮,,-15.97,支付宝,,牛肉面
2024/06/25 17:34:09,日常账本,支出,饮品,,-1.97,支付宝,,甜筒
2024/06/25 17:31:41,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/25 16:13:19,日常账本,收入,其他,,0.36,微信钱包,,T.的红包
2024/06/25 12:22:59,日常账本,收入,生活费,,500.0,微信钱包,,
2024/06/25 12:10:47,日常账本,收入,其他,,0.8,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/25 11:46:24,日常账本,支出,餐饮,,-13.97,支付宝,,炸鸡拌饭
2024/06/25 11:44:44,日常账本,支出,其它,,-6.3,微信钱包,,西安市长安区双鱼复印部
2024/06/24 19:46:49,日常账本,支出,饮品,,-2.97,支付宝,,学子超市
2024/06/24 19:15:21,日常账本,支出,餐饮,,-17.89,支付宝,,香锅
2024/06/24 17:18:15,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/24 17:15:27,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/24 17:15:21,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/24 17:13:51,日常账本,支出,住房,电费,-50.0,微信钱包,,空调
2024/06/24 16:19:09,日常账本,收入,其他,,0.28,微信钱包,,T.的红包
2024/06/24 13:29:22,日常账本,支出,餐饮,,-14.97,支付宝,,炸鸡咖喱
2024/06/24 13:24:13,日常账本,支出,购物,,-9.03,支付宝,,手环表带
2024/06/24 13:08:44,日常账本,支出,住房,,-20.0,微信钱包,,水卡
2024/06/24 11:13:38,日常账本,支出,饮品,,-9.9,微信钱包,,luckincoffee
2024/06/24 09:41:41,日常账本,支出,购物,,-6.08,支付宝,,防尘罩
2024/06/24 09:40:43,日常账本,支出,餐饮,,-3.97,支付宝,,鸡肉饼
2024/06/23 19:17:09,日常账本,支出,水果捞,,-12.81,支付宝,,西安培华学院
2024/06/23 18:21:32,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/22 21:29:51,日常账本,收入,其他,,0.5,微信钱包,,恭喜发财！继续扫码，领取更多福利吧！
2024/06/22 19:02:01,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/22 18:58:27,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/22 18:52:46,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/22 18:51:34,日常账本,支出,住房,电费,-50.0,微信钱包,,西安培华学院
2024/06/22 00:30:54,日常账本,收入,红包,,70.0,微信钱包,,F-妈的红包
2024/06/21 19:15:50,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/21 19:09:37,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/06/21 17:25:21,日常账本,收入,其他,,0.29,微信钱包,,T.的红包
2024/06/21 12:29:49,日常账本,支出,餐饮,,-12.34,支付宝,,茶泡饭
2024/06/21 08:00:59,日常账本,支出,餐饮,,-3.47,支付宝,,喝的
2024/06/21 08:00:27,日常账本,支出,餐饮,,-4.97,支付宝,,麦香馅饼
2024/06/20 18:20:11,日常账本,支出,餐饮,,-17.61,支付宝,,冒菜
2024/06/20 17:17:58,日常账本,收入,红包,,0.06,微信钱包,,T.的红包
2024/06/20 11:19:15,日常账本,支出,餐饮,,-14.97,支付宝,,炸鸡咖喱
2024/06/20 11:18:09,日常账本,支出,饮品,,-6.84,支付宝,,学子超市
2024/06/20 11:15:52,日常账本,支出,其它,,-1.9,微信钱包,,西安市长安区双鱼复印部
2024/06/19 18:32:38,日常账本,支出,其它,,-4.0,微信钱包,,云裳物联
2024/06/19 18:11:46,日常账本,支出,水果捞,,-13.17,支付宝,,商户_张春燕
2024/06/19 17:58:12,日常账本,支出,餐饮,,-11.97,支付宝,,茶泡饭
2024/06/19 16:07:40,日常账本,收入,其他,,0.32,微信钱包,,T.的红包
2024/06/19 07:51:50,日常账本,支出,餐饮,,-3.97,支付宝,,饼
2024/06/19 07:51:05,日常账本,支出,饮品,,-4.97,支付宝,,学子超市
2024/06/19 07:44:58,日常账本,收入,余额宝,,0.05,支付宝,,
2024/06/19 07:43:44,日常账本,支出,其它,,-0.4,微信钱包,,西安市长安区双鱼复印部
2024/06/18 17:24:19,日常账本,支出,饮品,,-8.97,支付宝,,学子校园超市
2024/06/18 17:11:52,日常账本,支出,餐饮,,-12.97,支付宝,,快餐
2024/06/18 16:19:28,日常账本,收入,其他,,0.13,微信钱包,,T.的红包
2024/06/18 12:17:15,日常账本,支出,餐饮,,-11.82,支付宝,,盖饭
2024/06/18 10:10:01,日常账本,收入,余额宝,,0.1,支付宝,,
2024/06/18 10:00:04,日常账本,支出,饮品,,-2.97,支付宝,,学子校园超市
2024/06/18 09:59:33,日常账本,支出,餐饮,,-3.97,支付宝,,鸡肉饼
2024/06/17 20:30:24,日常账本,支出,饮品,,-5.97,支付宝,,一家便利店
2024/06/17 20:12:36,日常账本,支出,餐饮,,-14.97,支付宝,,炸鸡咖喱
2024/06/17 11:55:11,日常账本,支出,餐饮,,-12.97,支付宝,,秘制烤鸡拌饭
2024/06/16 22:56:51,日常账本,支出,日用,,-232.0,支付宝,,电动牙刷
2024/06/16 19:24:19,日常账本,支出,零食,,-14.97,支付宝,,学子校园超市
2024/06/16 17:37:56,日常账本,支出,零食,,-5.55,支付宝,,西安培华学院
2024/06/16 17:13:31,日常账本,收入,其他,,20.0,支付宝,,springAI
2024/06/16 17:01:20,日常账本,支出,餐饮,,-18.24,支付宝,,冒菜
2024/06/16 13:13:59,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/16 12:34:03,日常账本,收入,余额宝,,0.06,支付宝,,
2024/06/16 12:30:39,日常账本,支出,购物,,-22.0,支付宝,,电脑包
2024/06/16 11:58:11,日常账本,支出,购物,,-28.82,微信钱包,,洗发水
2024/06/16 10:29:26,日常账本,支出,日用,,-9.31,支付宝,,活力28洗衣液
2024/06/16 10:27:45,日常账本,支出,购物,,-6.6,支付宝,,毛巾
2024/06/16 09:55:53,日常账本,支出,购物,,-8.18,支付宝,,厨房防油污贴纸
2024/06/15 21:17:15,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/06/15 21:10:57,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/06/15 20:32:41,日常账本,支出,饮品,,-6.0,支付宝,,陕西天岁每一天连锁管理有限公司
2024/06/15 19:24:20,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/06/15 12:27:46,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/15 11:57:11,日常账本,收入,余额宝,,0.12,支付宝,,
2024/06/15 11:56:32,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/15 07:54:11,日常账本,支出,饮品,,-5.0,支付宝,,西安培华学院
2024/06/15 07:52:57,日常账本,支出,餐饮,,-4.0,支付宝,,饼
2024/06/14 21:31:56,日常账本,支出,购物,,-58.41,微信钱包,,遮瑕素颜霜
2024/06/14 18:26:01,日常账本,支出,餐饮,,-18.42,支付宝,,冒菜
2024/06/14 12:31:11,日常账本,支出,饮品,,-3.0,微信钱包,,晨光文具（多彩空间）
2024/06/14 12:18:34,日常账本,支出,餐饮,,-12.0,支付宝,,木桶饭
2024/06/14 11:50:42,日常账本,支出,其它,,-0.2,微信钱包,,西安市长安区双鱼复印部
2024/06/14 07:49:50,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/06/14 07:48:29,日常账本,支出,餐饮,,-4.0,支付宝,,鸡肉饼
2024/06/13 20:29:41,日常账本,支出,饮品,,-3.0,支付宝,,学子校园超市
2024/06/13 18:10:35,日常账本,支出,饮品,,-6.0,支付宝,,账单付款
2024/06/13 17:47:21,日常账本,支出,餐饮,,-15.56,支付宝,,麻辣香锅
2024/06/13 16:10:59,日常账本,支出,游戏,,-1.0,微信钱包,,LOL
2024/06/13 12:27:07,日常账本,支出,饮品,,-4.0,支付宝,,西安培华学院
2024/06/13 12:11:45,日常账本,支出,餐饮,,-13.0,支付宝,,照烧炸鸡饭
2024/06/13 10:18:15,日常账本,收入,余额宝,,0.06,支付宝,,
2024/06/13 10:17:43,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/06/12 19:57:53,日常账本,支出,饮品,,-8.0,支付宝,,学子校园超市
2024/06/12 18:02:54,日常账本,支出,餐饮,,-24.0,支付宝,,汉堡
2024/06/12 11:53:30,日常账本,支出,餐饮,,-3.0,支付宝,,肉肠
2024/06/12 11:41:19,日常账本,支出,餐饮,,-13.0,支付宝,,快餐
2024/06/12 09:04:46,日常账本,收入,零钱通,,0.03,微信钱包,,
2024/06/12 09:03:59,日常账本,收入,余额宝,,0.07,支付宝,,
2024/06/12 09:03:52,日常账本,收入,余额宝,,0.07,支付宝,,
2024/06/12 07:53:25,日常账本,支出,餐饮,,-4.0,支付宝,,饼
2024/06/12 07:52:26,日常账本,支出,饮品,,-4.0,支付宝,,学子超市
2024/06/11 19:14:44,日常账本,支出,零食,,-10.0,支付宝,,泡芙
2024/06/11 19:02:13,日常账本,支出,其它,,-20.0,微信钱包,,水卡
2024/06/11 19:00:16,日常账本,支出,餐饮,,-15.0,支付宝,,炸鸡咖喱
2024/06/11 15:59:57,日常账本,支出,购物,,-52.5,支付宝,,卫生纸
2024/06/11 12:18:38,日常账本,支出,餐饮,,-12.0,支付宝,,数据结构
2024/06/11 07:49:19,日常账本,支出,餐饮,,-3.5,支付宝,,饼
2024/06/10 20:04:00,日常账本,支出,水果捞,,-13.2,支付宝,,商户_张春燕
2024/06/10 20:01:41,日常账本,支出,餐饮,,-7.5,支付宝,,手抓饼
2024/06/10 15:12:14,日常账本,收入,余额宝,,0.07,支付宝,,
2024/06/10 15:10:53,日常账本,支出,餐饮,,-17.04,支付宝,,冒菜
2024/06/10 15:05:34,日常账本,支出,其它,,-20.0,微信钱包,,理发
2024/06/10 11:12:22,日常账本,收入,其他,,0.8,微信钱包,,元气森林
2024/06/10 10:59:04,日常账本,支出,购物,,-14.5,微信钱包,,dp线
2024/06/10 10:57:55,日常账本,支出,购物,,-24.23,微信钱包,,四六级听力耳机
2024/06/10 09:36:34,日常账本,支出,零食,,-12.5,微信钱包,,学子校园超市
2024/06/09 18:57:29,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/09 18:47:32,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/09 18:47:16,日常账本,收入,其他,,12.5,微信钱包,,
2024/06/09 18:45:13,日常账本,支出,住房,电费,-50.0,微信钱包,,西安培华学院
2024/06/09 18:22:37,日常账本,支出,水果捞,,-13.45,支付宝,,西安培华学院
2024/06/09 18:19:51,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/06/09 18:07:57,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/09 16:20:24,日常账本,收入,余额宝,,0.14,支付宝,,
2024/06/09 16:19:12,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/09 15:51:08,日常账本,收入,其他,,0.8,微信钱包,,冰茶
2024/06/08 16:28:52,日常账本,支出,购物,,-12.0,微信钱包,,数据线
2024/06/08 01:30:35,日常账本,支出,买药,,-27.83,微信钱包,,脚气药
2024/06/07 20:36:23,日常账本,支出,购物,,-2.78,微信钱包,,鼠标垫
2024/06/07 19:35:38,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/07 19:30:50,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/06/07 18:57:53,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/07 18:57:30,日常账本,收入,余额宝,,0.08,支付宝,,
2024/06/07 10:08:32,日常账本,支出,餐饮,,-14.0,支付宝,,烤肉拌饭
2024/06/06 21:53:59,日常账本,支出,购物,,-48.61,微信钱包,,数据结构
2024/06/06 21:32:18,日常账本,支出,其它,,-4.0,微信钱包,,云裳物联
2024/06/06 19:11:49,日常账本,支出,餐饮,,-20.22,支付宝,,香锅
2024/06/06 11:18:06,日常账本,支出,零食,,-11.5,微信钱包,,学子校园超市
2024/06/06 10:54:13,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/06 10:53:55,日常账本,收入,余额宝,,0.07,支付宝,,
2024/06/06 10:53:18,日常账本,支出,餐饮,,-15.0,支付宝,,炸鸡咖喱
2024/06/05 18:25:48,日常账本,支出,饮品,,-3.0,微信钱包,,西安培华学院
2024/06/05 17:58:16,日常账本,支出,餐饮,,-13.0,微信钱包,,拌饭
2024/06/05 12:04:25,日常账本,支出,饮品,,-3.0,微信钱包,,西安培华学院
2024/06/05 12:03:10,日常账本,支出,餐饮,,-13.8,支付宝,,烧鸭饭
2024/06/05 10:06:30,日常账本,支出,餐饮,,-4.0,支付宝,,西安培华学院
2024/06/05 10:06:08,日常账本,支出,饮品,,-4.0,微信钱包,,学子校园超市
2024/06/05 09:41:25,日常账本,收入,余额宝,,0.22,支付宝,,
2024/06/05 09:39:43,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/06/04 19:18:51,日常账本,支出,零食,,-15.5,微信钱包,,学子校园超市
2024/06/04 19:11:27,日常账本,支出,餐饮,,-3.0,微信钱包,,肉肠
2024/06/04 18:58:40,日常账本,支出,餐饮,,-13.0,微信钱包,,快餐
2024/06/04 14:21:10,日常账本,收入,火影租号,,40.5,支付宝,,转账
2024/06/04 13:17:21,日常账本,支出,餐饮,,-13.99,支付宝,,烤肉拌饭
2024/06/04 13:06:34,日常账本,收入,其他,,90.0,支付宝,,流量卡
2024/06/04 07:45:52,日常账本,支出,餐饮,,-10.0,支付宝,,早餐
2024/06/04 07:44:23,日常账本,支出,日用,,-9.0,支付宝,,卫生纸
2024/06/03 18:06:18,日常账本,支出,餐饮,,-14.3,支付宝,,烧鸭饭
2024/06/03 13:27:20,日常账本,支出,饮品,,-3.0,微信钱包,,西安培华学院
2024/06/03 13:14:39,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/06/03 07:41:51,日常账本,支出,饮品,,-6.0,微信钱包,,先购后付
2024/06/03 07:29:22,日常账本,支出,餐饮,,-7.5,支付宝,,手抓饼
2024/06/02 21:55:10,日常账本,收入,其他,,300.0,微信钱包,,
2024/06/02 21:54:22,日常账本,支出,购物,,-83.19,支付宝,,粽子
2024/06/02 21:54:22,日常账本,支出,购物,,-58.69,支付宝,,粽子
2024/06/02 21:54:22,日常账本,支出,购物,,-46.05,支付宝,,粽子
2024/06/02 21:54:22,日常账本,支出,购物,,-74.48,支付宝,,蜂蜜
2024/06/02 21:07:39,日常账本,收入,余额宝,,0.16,支付宝,,
2024/06/02 19:16:41,日常账本,支出,饮品,,-4.0,支付宝,,一家便利店
2024/06/02 19:15:50,日常账本,支出,其它,,-2.5,微信钱包,,西安市长安区双鱼复印部
2024/06/02 18:22:52,日常账本,支出,水果捞,,-12.3,支付宝,,商户_张春燕
2024/06/02 18:16:55,日常账本,支出,餐饮,,-7.5,支付宝,,手抓饼
2024/06/02 18:03:11,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/06/01 21:59:32,日常账本,收入,红包,,7.11,微信钱包,,F-妈的红包
2024/06/01 21:59:26,日常账本,收入,红包,,9.65,微信钱包,,F-大哥的红包
2024/06/01 21:55:19,日常账本,收入,红包,,4.56,微信钱包,,F-爸的红包
2024/06/01 16:17:20,日常账本,收入,其他,,126.0,支付宝,,流量卡
2024/05/31 19:11:18,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/31 19:10:06,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/05/31 12:39:06,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/31 12:11:15,日常账本,支出,餐饮,,-14.0,支付宝,,烤肉拌饭
2024/05/31 11:45:21,日常账本,支出,通讯,,-100.0,支付宝,,话费
2024/05/31 07:50:42,日常账本,收入,余额宝,,0.1,支付宝,,
2024/05/31 07:43:29,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/31 07:42:31,日常账本,支出,餐饮,,-4.0,支付宝,,鸡肉饼
2024/05/30 18:31:22,日常账本,支出,餐饮,,-14.98,支付宝,,香锅
2024/05/30 13:35:41,日常账本,支出,购物,,-78.37,微信钱包,,雨伞
2024/05/30 11:23:08,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/30 11:20:51,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/30 10:42:32,日常账本,收入,余额宝,,0.09,支付宝,,
2024/05/30 10:41:19,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/29 20:32:42,日常账本,支出,零食,,-26.0,支付宝,,学子校园超市
2024/05/29 20:28:39,日常账本,收入,红包,,15.0,微信钱包,,
2024/05/29 20:23:55,日常账本,收入,红包,,2.75,微信钱包,,F-妈的红包
2024/05/29 20:16:30,日常账本,收入,红包,,15.61,微信钱包,,F-大哥的红包
2024/05/29 17:58:42,日常账本,支出,餐饮,,-13.0,支付宝,,卤肉面
2024/05/29 14:42:28,日常账本,支出,其它,,-4.0,微信钱包,,洗衣服
2024/05/29 11:56:49,日常账本,支出,餐饮,,-13.3,支付宝,,快餐
2024/05/29 10:07:06,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/29 09:07:01,日常账本,收入,零钱通,,0.03,微信钱包,,
2024/05/29 09:06:42,日常账本,收入,余额宝,,0.11,支付宝,,
2024/05/29 07:48:59,日常账本,支出,餐饮,,-5.0,支付宝,,蒸饺
2024/05/29 07:48:43,日常账本,支出,餐饮,,-4.0,支付宝,,早餐
2024/05/28 19:31:58,日常账本,支出,饮品,,-3.0,支付宝,,西安培华学院
2024/05/28 19:30:53,日常账本,支出,餐饮,,-13.8,支付宝,,烧鸭饭
2024/05/28 12:27:56,日常账本,支出,餐饮,,-3.0,支付宝,,开花肠
2024/05/28 12:13:34,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/28 07:50:28,日常账本,支出,餐饮,,-5.0,支付宝,,麦香馅饼
2024/05/28 07:48:35,日常账本,支出,饮品,,-3.0,支付宝,,学子超市
2024/05/27 18:16:17,日常账本,支出,饮品,,-7.0,支付宝,,学子超市
2024/05/27 18:00:03,日常账本,支出,餐饮,,-14.0,支付宝,,烤肉拌饭
2024/05/27 10:12:29,日常账本,支出,餐饮,,-12.0,支付宝,,茶泡饭
2024/05/26 19:38:41,日常账本,收入,零钱通,,0.01,微信钱包,,
2024/05/26 19:38:21,日常账本,收入,余额宝,,0.01,支付宝,,
2024/05/26 19:36:39,日常账本,支出,水果捞,,-12.7,支付宝,,商户_张春燕
2024/05/26 18:46:47,日常账本,支出,游戏,,-100.0,微信钱包,,深圳市腾讯计算机系统有限公司
2024/05/26 17:30:05,日常账本,支出,饮品,,-5.0,支付宝,,学子校园超市
2024/05/26 17:00:05,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/26 13:27:29,日常账本,收入,奖金,,120.0,微信钱包,,
2024/05/26 13:11:35,日常账本,支出,购物,,-4.7,支付宝,,西安市兴隆生鲜咸宁东路店
2024/05/26 11:06:40,日常账本,支出,购物,,-12.87,支付宝,,西瓜
2024/05/26 07:49:23,日常账本,支出,交通,公交地铁,-1.0,支付宝,,充值
2024/05/25 23:22:26,日常账本,收入,生活费,,2000.0,支付宝,,转账
2024/05/25 22:41:53,日常账本,收入,零钱通,,0.02,微信钱包,,
2024/05/25 22:41:31,日常账本,收入,余额宝,,0.05,支付宝,,
2024/05/24 20:17:34,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/24 19:32:33,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/05/24 18:53:53,日常账本,支出,餐饮,,-15.0,支付宝,,冒菜
2024/05/24 12:06:56,日常账本,支出,饮品,,-5.0,支付宝,,学子超市
2024/05/24 11:52:49,日常账本,支出,游戏,,-12.0,支付宝,,茶泡饭
2024/05/24 10:16:08,日常账本,收入,其他,,2.0,微信钱包,,
2024/05/24 10:16:03,日常账本,收入,其他,,2.0,微信钱包,,
2024/05/24 10:15:57,日常账本,收入,其他,,2.0,微信钱包,,
